Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index,Prediction
6.3856616,-2.152375,1.9181383,-2.39788,-1.4083208,-1.9767915,-0.89498574,Category_10,Category_10,0.03126586,0.0
0.75512,-2.8192906,0.36124852,0.015148889,-1.3864685,-1.2530998,0.6918031,Category_17,Category_8,0.14104773,3.0
2.641038,0.22663856,1.7426239,2.7007885,2.7144454,-1.7349854,1.8972013,Category_3,Category_9,-0.36104718,6.0
0.24093717,0.85597205,1.5229414,2.478273,1.7777979,1.9013137,-1.0212638,Category_9,Category_8,0.82182944,2.0
1.228734,0.67335373,0.71958256,2.594669,0.8290629,-3.1961246,1.2177558,Category_7,Category_6,-0.7886009,6.0
-1.4995599,2.1553087,-2.5061674,0.6020188,0.48307288,0.29523033,-1.001021,Category_11,Category_10,0.77389437,4.0
4.0074778,-1.3070345,-0.6270245,,-2.199637,0.17874618,-1.0669582,Category_6,Category_5,-0.4151149,0.0
-2.546642,1.1009483,0.33638003,-0.41128963,-0.28025,-1.5503615,-0.8248831,Category_11,Category_12,-1.0094575,4.0
-3.6577985,-1.8882631,0.17657799,0.55956876,-1.9254967,-0.10720499,0.88145995,Category_8,Category_9,-0.22036149,1.0
1.4690909,-0.011149829,-4.1128697,-0.15768142,-0.99214554,,1.7441232,Category_7,Category_12,,5.0
-0.7594046,-3.3140838,0.46133685,2.5824053,-0.40964657,-0.25657395,-0.037762742,Category_12,Category_10,1.1249619,2.0
2.9324713,,1.0076647,1.3208956,-3.3424127,1.0506713,,Category_8,Category_9,1.7176584,0.0
-1.231075,-1.932997,-3.158436,-0.60891736,,-0.44500393,-1.3531675,Category_11,Category_9,0.4102762,3.0
-0.66994673,2.2198768,0.2045282,0.30019134,0.93610764,,-2.780678,Category_13,Category_8,0.54259825,4.0
0.9785577,3.2085683,-0.093467884,-0.05935669,-0.30999666,-0.63330144,-2.2148015,Category_11,Category_12,0.74606013,4.0
-2.0205119,1.4112604,-2.346941,0.013460358,,-0.48419976,,Category_11,Category_9,0.7068242,9.0
1.3595848,-1.1553168,-2.5855737,-2.4642503,0.2246228,-0.9624484,-2.2164311,Category_7,,0.43487868,5.0
0.40626797,2.259136,0.20523642,1.3771803,-0.2294051,0.699434,-0.5613056,Category_10,Category_7,0.92005134,9.0
1.3771014,1.9918357,-0.12931725,3.7890353,-0.41733626,-0.5035481,1.3724701,Category_7,Category_6,-0.096907325,6.0
-1.5409566,-0.102612995,-2.6055655,-0.03730692,1.4300652,-0.039227128,,Category_7,Category_9,0.16809234,8.0
-0.67976487,3.729619,-1.7238116,,-1.0890205,,1.3636202,Category_16,Category_7,1.349857,7.0
-2.7193685,0.5306486,-0.41017643,-1.2269754,-1.0391467,-2.955485,0.02768408,Category_8,Category_11,0.40190732,4.0
-0.5815583,-1.7717615,-0.2533824,-2.7785394,2.3726559,0.55705667,-0.09817267,Category_8,Category_10,1.9468846,8.0
-1.6706626,2.25702,-0.9840951,-1.8589045,2.2752438,-2.667386,0.52102214,Category_7,Category_12,1.7701203,9.0
-0.14454192,4.0809584,0.76220995,-1.2608609,-0.27853486,-0.48874742,-0.38555786,Category_9,Category_9,0.589742,9.0
2.369989,-0.5730601,,-1.3125098,-0.94771254,0.59802186,-0.12922353,Category_9,Category_13,-1.9357567,5.0
2.885796,-1.5684935,-2.5037994,-0.85046965,-3.8240895,,-0.25567275,Category_7,Category_8,1.4153416,0.0
-2.339752,-0.31157777,-0.054770187,2.6262622,0.704801,0.6462468,1.8640368,Category_9,,0.28418806,2.0
,-2.1039894,-2.894946,-1.6724569,1.0692606,0.2561193,-2.616583,Category_10,Category_8,-0.7065315,3.0
-2.90005,0.87645197,-1.3318661,-0.21586734,-1.5628492,0.24706303,1.520204,Category_9,Category_7,0.7197633,7.0
0.3629843,2.6967351,0.2675378,-0.18028666,-0.29269522,-1.0183223,-1.779312,Category_11,Category_11,1.530325,4.0
-1.7559541,-1.7199254,-2.26887,-1.8272732,0.000659682,-0.79006064,0.64006305,Category_12,Category_7,0.8407412,3.0
-0.6111621,0.041728552,0.9494436,-2.7382798,-1.8411105,-1.2537193,-1.519551,Category_10,Category_8,-0.06725304,5.0
-0.59612876,-1.2978882,-2.790927,1.7250835,1.7843353,0.31927556,-0.7895953,Category_9,Category_11,-0.81002384,8.0
-0.5798686,0.1513927,1.9415127,1.4187354,-1.3437182,-3.030086,0.16933292,Category_13,Category_8,,6.0
2.763614,-0.7609698,-1.9248104,-2.9771764,1.247361,2.201072,-1.3731862,Category_8,Category_10,-0.14564274,3.0
-1.4484512,2.284019,1.0869151,-0.16261494,-2.2912278,2.0233445,1.4878302,Category_12,Category_7,-1.9522171,7.0
2.5668292,-3.155749,-3.5426955,-2.5491848,1.0927953,0.8755449,0.21506253,Category_13,Category_9,,3.0
-0.5416414,-0.31087434,1.8681812,-2.2812777,1.4160495,1.2711023,-0.7479388,Category_5,Category_5,0.47229278,8.0
-0.6189573,-2.8684852,-1.4043015,2.0880105,0.8688303,-2.5366533,1.9669129,Category_9,Category_11,-0.096970774,2.0
-0.8670223,3.168445,,-1.2901869,-0.4706321,-0.22115795,,Category_8,Category_9,-1.7942549,9.0
-1.1070422,2.834822,-2.0062711,0.9471028,-0.24213873,,0.42786145,Category_13,Category_8,1.2509302,7.0
3.2010324,-2.1247365,-1.2925022,-0.15296482,-3.8685987,1.6785127,-0.5038555,Category_9,Category_7,1.6185116,0.0
-2.783568,-0.44007266,-0.74065834,-0.08850383,-0.8042306,-2.0095084,1.1479623,Category_7,,1.1137708,1.0
-3.0716822,-1.868828,0.5919292,0.60906607,,2.2380252,-2.1484928,Category_10,Category_10,0.43013054,1.0
-3.2724853,-1.4920809,0.6562188,-0.30526376,-0.9388435,-1.739403,1.8699108,Category_6,Category_8,0.015442854,1.0
,-1.9309571,0.87709093,2.1171293,0.029171105,0.75839627,-1.4713902,Category_10,Category_8,,2.0
-3.6437337,-1.1306293,-0.019817427,0.025329886,-0.9017725,-1.4932936,1.9227643,Category_7,Category_9,1.3791547,1.0
2.3006456,-2.6891239,-3.8529632,-1.5392134,0.3050196,0.87875515,-1.3777524,,Category_10,-2.9326277,3.0
-0.27354962,-0.1746491,0.28373352,1.9168924,0.003775278,-0.7426259,1.3302029,,Category_5,0.35999385,2.0
0.5566501,3.3519075,1.0458019,-0.3583948,-0.20800632,-0.60798615,-0.3749488,Category_10,Category_10,0.48684955,4.0
0.61452687,1.6130803,-2.167804,0.28231832,-2.100177,-1.5522183,-1.1773686,Category_14,Category_12,0.15613599,7.0
-0.118312605,-1.5185667,2.084856,-1.4262652,-1.2303606,-1.2297986,-0.67695636,,Category_8,0.756192,5.0
0.64632094,0.5854852,-0.8334406,0.31490737,,1.2310697,-0.24614774,Category_8,Category_8,1.1834092,0.0
0.6811455,0.5887192,3.1250627,2.119743,-1.3799129,-1.5849541,-0.016355496,Category_12,Category_12,0.25752735,6.0
,-1.4516633,-0.39618266,-0.60049117,4.876393,-0.18435997,0.99705875,Category_8,Category_9,,8.0
-1.5932423,1.2583768,0.937368,-0.5816288,-0.5371838,3.1865442,0.8491724,Category_9,Category_7,-1.5856061,7.0
-1.2831094,-1.1618489,,-1.7503293,0.76950616,-1.040473,2.2380295,Category_12,,0.83627456,3.0
-1.387758,-1.3686677,3.0488963,-1.8037673,0.27481508,1.862752,-0.72594845,Category_7,Category_8,0.08804838,8.0
-1.6588039,-2.7441177,2.2128012,-1.035453,-0.1174106,1.5628244,-1.6882613,Category_11,Category_12,-0.3212609,8.0
-0.37249932,3.199452,1.2414982,-0.6651275,-1.0835431,-0.13916712,,Category_9,Category_9,,9.0
-0.4647026,-0.8764752,-2.1330376,0.8437967,-1.0712485,-0.126098,-0.51273775,Category_12,Category_10,-1.8082479,8.0
3.719603,-1.3446113,-1.3967668,-2.402165,-3.8531635,1.5495837,0.12823516,Category_4,Category_10,1.4115977,0.0
-0.371546,3.5622175,-1.217481,2.1918497,0.94114107,1.1437039,-1.5186083,Category_13,Category_9,-0.69226754,4.0
0.19312812,-0.30476823,-0.83178693,-3.6536937,-1.0194649,-1.5003582,-1.5471637,Category_12,Category_10,0.115587495,5.0
3.0142741,-0.52908486,1.7347165,-1.2488254,3.0422807,-0.5544087,-0.8113191,Category_11,Category_6,0.19989446,2.0
1.8021007,-2.1720395,-1.0961614,,-0.93717414,-1.8198111,-1.453123,Category_11,Category_4,-1.0173233,5.0
-0.6192001,0.90784585,-0.8313926,-1.6251379,-1.1282868,-0.8188347,-0.92111623,Category_5,Category_9,1.8036757,
,0.24741739,2.7416527,1.6750243,-0.28366438,-2.7051542,0.6020024,Category_13,Category_9,-0.8788254,6.0
0.8571262,-2.7036207,-2.4733136,-0.2629362,-1.1800367,-0.9274821,-0.974938,Category_13,Category_10,-2.2062483,3.0
-0.22335815,0.6459896,-1.0444295,-3.127645,-0.6950863,-1.6674829,-1.4804454,Category_9,Category_9,0.5936752,5.0
1.509092,-2.8799818,-1.3179885,-1.4517773,3.6277437,4.5872636,0.4678731,Category_9,Category_8,0.4491106,2.0
4.1542616,-1.511405,0.1086048,-0.14606664,-4.16215,1.08711,-0.43398726,Category_5,Category_7,1.5712508,0.0
-2.1743343,-0.33197787,1.867534,1.0453455,0.80099493,-1.8110863,-0.27519935,Category_12,Category_11,0.35549545,6.0
0.38334695,3.830461,1.2406176,-0.61326796,-1.291876,-0.16876222,,Category_9,Category_9,0.82574135,9.0
,0.90128726,1.319292,-2.1604986,1.5817647,2.0461385,-0.44665086,Category_4,Category_8,0.46469587,8.0
-0.5859656,-1.6392542,2.0205376,-1.5661056,1.5406438,1.1808274,-0.2777707,Category_11,Category_6,,8.0
0.7667131,2.8368158,,1.5415226,-1.7125732,-0.4429459,-2.6079633,Category_9,Category_7,0.8394176,4.0
-0.0893329,3.1749322,1.6465572,-0.2336957,-0.82506806,0.23398866,-0.48172894,Category_6,Category_7,-0.12565714,
-3.1590638,-1.9389375,-0.012364729,0.00034145426,-1.2602781,-1.5191846,1.0520582,Category_7,Category_10,0.6865155,1.0
-0.45908016,-0.6627578,1.5970778,-1.1589746,0.7190964,0.46324822,-0.40182188,Category_5,Category_4,-0.2491263,8.0
-2.6026042,-1.2546207,0.6450942,,-1.0941917,-0.2910845,-0.95043963,Category_13,Category_9,-0.05294417,6.0
-1.718292,1.9601399,-0.2298979,-0.9960412,-0.35447434,0.12751329,,Category_10,Category_11,-0.06881812,4.0
-1.3977062,1.1756202,-1.9639157,2.299503,-1.4642214,0.5589641,-1.0967056,Category_11,Category_9,-0.53387797,9.0
,-1.8350697,0.5408108,0.5764627,-1.3383404,1.2383167,-0.3318673,Category_8,Category_10,-0.4721087,1.0
-2.0853455,0.4750743,-0.9852273,-1.2950072,1.2710564,-1.7486687,-0.13756944,Category_8,Category_8,,9.0
-1.9940487,2.8458538,,-1.3767474,-1.2661698,1.4296201,1.6749263,Category_12,Category_6,-0.76163465,7.0
-0.8003496,-0.91199297,1.146672,0.75016445,3.0726888,2.0465004,-0.56304353,Category_10,Category_12,0.31428865,
0.17327183,0.87048036,0.904324,-2.415705,-1.5948906,-1.2918359,-1.4526684,Category_9,Category_9,0.45719272,5.0
-1.1532358,1.1624457,-0.4516856,2.1639688,,1.0178372,0.8141224,Category_11,Category_8,-0.020464152,2.0
-3.2183921,-2.730899,1.1122009,0.587547,-0.72620887,1.8624266,-1.7613469,Category_9,Category_12,-0.0043522287,1.0
0.31457236,-2.8930736,1.7524836,0.19695413,2.625208,1.9830652,0.9096205,Category_9,Category_7,1.7203832,2.0
3.4293602,-0.41522607,0.79920256,,,1.1492857,1.382925,Category_8,Category_11,1.4833455,0.0
0.9290529,-1.6614008,-1.0651025,-1.8141472,0.63069826,-3.5272248,1.4043115,Category_11,Category_6,-0.30952573,5.0
4.2177672,-1.0028615,0.59447503,0.013761505,-4.3775587,,0.87763757,Category_5,Category_10,1.6832172,0.0
-0.24139,0.38486424,-1.8825471,0.9086497,-2.016279,-1.764166,0.25545555,Category_9,Category_9,-1.8393741,3.0
,-4.2822404,0.975902,1.8774858,0.70829874,0.9043837,-0.95397335,,Category_8,,2.0
-3.930042,-2.076677,0.5023236,-0.32729566,-1.0051075,0.6305048,1.1235366,Category_8,Category_11,-0.42991668,1.0
0.45728314,-3.185701,0.8429064,3.5216472,2.32165,-0.008949468,0.9338319,Category_13,Category_11,1.397917,2.0
2.882171,-1.1271062,-0.17735903,-0.12289445,-0.51809233,-1.6668359,-0.66662335,Category_7,Category_8,-1.2567003,0.0
-2.775656,1.9491987,-1.1024964,-0.922156,-0.6563631,1.0846843,2.0961783,Category_11,Category_7,-0.10098076,
3.305096,2.3829646,-0.028168235,3.2794173,0.6360191,2.0941625,-1.0157369,Category_12,Category_10,0.1405461,4.0
-2.8182535,-2.0429432,,-0.37358046,-1.8799771,,-0.08802079,Category_8,,-0.09887389,1.0
-0.40679044,0.6943073,,1.102194,-4.2018013,-0.35844517,,Category_10,Category_9,0.65813196,7.0
-1.3921255,-2.253865,0.7634272,2.229793,0.03867577,1.287925,-2.0450463,Category_11,Category_7,1.3592135,2.0
-3.0882201,-1.4967449,1.1551157,0.5333201,,-0.7437556,0.36954287,Category_10,Category_9,-0.1210247,6.0
0.8403608,1.7998092,1.5348368,2.7388177,-0.49121517,-1.655842,1.0579243,Category_10,Category_5,-1.7915298,6.0
0.1316168,-0.38857275,0.92666733,1.9759119,0.24069576,-2.7928488,0.056741167,Category_7,Category_6,0.47975874,6.0
-1.0559856,-0.66642034,-3.549696,-0.8120694,0.64487535,1.740866,-1.0149539,Category_10,Category_7,1.072872,3.0
-0.36740002,1.5106194,-1.3884015,2.3496168,-0.16220337,-1.4367065,-1.1845436,Category_9,Category_6,0.2908757,4.0
-1.5359845,-2.218082,-2.1064315,-0.84564614,-0.7748869,-0.6549324,-1.2538923,Category_13,Category_7,0.18156561,3.0
1.3124876,-0.5180931,3.8578355,-1.5824829,0.71835977,-1.0377196,0.19338955,Category_14,Category_9,-0.58426946,0.0
-3.304026,-0.58579415,-0.7636784,-0.73346967,-1.6345463,0.9024514,1.2627783,Category_7,Category_10,0.12365646,7.0
-0.13632023,1.7913088,-2.7710197,0.42341673,-1.6420271,-1.2885034,0.39156282,Category_15,Category_7,0.5676681,7.0
-0.51010203,-0.09523213,-2.839517,-1.0496194,,1.5051494,,Category_9,Category_5,0.7299644,3.0
4.294879,-1.8020711,-4.3015666,-1.2693084,0.3339931,1.7990025,-0.5719734,Category_9,Category_13,,5.0
-1.1559289,-1.9757863,-0.42536297,-0.30726737,-1.4431674,,,Category_15,Category_5,0.2608846,3.0
-0.34088966,-0.048656553,2.122049,-0.061883774,2.3417926,2.8638499,-0.99915195,Category_10,Category_11,0.65478945,7.0
0.49384123,3.3368917,0.9018811,0.98955643,-1.5919832,-0.5744308,-0.6783535,,Category_6,-0.24861151,4.0
3.1291013,2.8810737,-0.6804676,3.855667,-0.12522185,1.8972074,-0.9220698,Category_12,Category_9,1.2837129,4.0
0.24047263,2.7110422,0.73303825,-0.008270155,-0.8531974,-1.989799,-2.2360778,Category_10,Category_8,0.24727452,4.0
-2.3153195,-0.99298996,,0.19068621,1.5945185,1.438335,-1.2748078,Category_8,Category_11,,7.0
-3.239062,-2.2592003,0.60237026,1.1709018,-1.053486,1.6803786,-1.3774348,,Category_10,0.2634588,1.0
-1.335082,2.721795,-1.6319587,0.9648481,0.15435532,1.8802806,-1.5652055,Category_11,Category_8,0.82086045,4.0
0.989363,-0.09747942,-0.8107052,,-0.34486777,-1.382874,-2.5029273,Category_10,Category_8,0.3430702,5.0
,-2.0068493,-2.058144,-0.028115803,1.2686363,-2.3015697,,Category_7,Category_8,-1.2035271,5.0
3.9836795,-0.696779,1.0516206,0.10424545,-3.3361363,2.1610487,1.3186415,Category_9,Category_9,1.5454311,0.0
1.0355352,1.6170114,-0.8489435,3.8402948,-1.287509,-0.19740517,-0.6536802,Category_10,,-0.98718953,4.0
-0.56849146,2.9279761,-0.23901135,-0.5130126,-0.21502885,-1.2649715,-0.90202725,Category_7,,-0.14436379,9.0
-2.377789,-0.24062595,,-0.6346107,-1.5246346,0.62775177,-0.28127787,Category_9,Category_6,0.45784178,3.0
1.5613371,-1.9757378,,-1.7921184,-0.85443217,-1.7652445,-2.2922556,Category_8,Category_7,-0.5916609,5.0
-1.3433869,0.8655077,-0.34191382,2.7747793,0.15251882,0.22750774,0.44702858,Category_11,Category_10,-0.5383375,2.0
-1.436358,-2.8795643,0.03160296,1.1421529,-0.25855425,0.6232861,-1.444961,Category_11,Category_8,1.232498,2.0
-0.8891116,-0.3782565,-4.4257984,-0.8659967,-0.5011019,-1.0137019,0.950763,Category_11,Category_11,1.490421,3.0
-1.4093517,-0.8896447,0.74279255,-0.32934603,-0.20901972,-0.022605708,0.7002531,Category_6,Category_4,-0.7320711,8.0
0.4877658,2.6528583,-2.0643017,0.8370765,3.8091214,0.110148095,0.48347887,Category_8,Category_11,1.9270155,9.0
-1.2986014,-2.6497943,-0.268882,1.496148,0.22097093,1.0387214,-1.1219624,Category_11,,,2.0
-0.6584516,4.0156035,-1.0699396,-1.716497,-0.48939562,1.4368939,1.7135876,Category_12,Category_6,1.5344208,7.0
2.8290372,-0.4660806,2.6808586,0.02880577,-2.9512343,-1.1930667,-0.60508007,Category_10,Category_11,-0.38840374,0.0
-1.1117673,0.6576947,-3.1416543,-0.13541333,0.13273144,-1.706583,-0.4769026,Category_11,Category_8,1.2940774,3.0
,,-1.051256,-0.8926212,-4.4144564,2.2997532,-0.7421313,Category_5,Category_8,1.5741034,0.0
-3.7839472,-1.4588199,0.73210865,-0.68724304,0.10982992,-0.35123426,2.2566211,Category_9,Category_11,0.8031267,1.0
-2.8701923,-2.7374635,0.8975035,0.48154584,-1.3453039,0.16391714,-0.3893346,Category_9,Category_11,0.045653906,1.0
-0.37609288,-0.0988863,-2.4489667,-0.19128713,0.8341935,-2.2607498,-1.940103,Category_7,Category_6,-0.05784037,5.0
-1.6615657,2.8178885,-0.2656589,-1.0484812,-1.7090986,1.3925278,1.6526067,Category_12,Category_6,-0.9959352,7.0
3.3756068,-0.3272112,-0.3125339,-2.3043578,1.4092515,-2.120144,0.8182617,Category_10,,-0.5337921,0.0
1.0402204,1.4956409,-0.25181285,3.327824,-1.5177305,0.16290285,1.2073689,Category_7,Category_5,0.70010746,6.0
0.6345862,-1.391418,-3.37549,-1.9080902,,-0.26552582,0.6178066,Category_12,Category_10,-0.054571703,3.0
-0.604387,-2.4373033,-2.762178,-1.6990985,-0.46261296,-1.0076429,-1.5254552,Category_13,Category_8,-0.47027102,3.0
-1.616195,2.6761916,-1.1217579,-1.2601644,1.2939286,-0.82491064,-0.2825627,Category_7,,1.644516,9.0
-1.1244828,-1.346513,-0.8723301,1.6620339,-0.4877401,0.68581235,-1.2994198,Category_10,Category_8,1.0140463,2.0
0.18625318,1.0289142,0.7497524,2.2354562,3.7797132,-2.8996627,-0.01183854,Category_9,Category_8,-1.3780137,6.0
-3.5424,-1.457114,0.7406022,1.0578957,-1.5474021,1.3708438,-0.36276978,Category_9,Category_10,-0.6087991,1.0
-1.6282365,1.4435496,-1.8638306,0.804365,0.041100528,0.35530588,-2.5259445,Category_12,Category_10,0.9830855,4.0
,-1.6282496,0.19789757,-0.14395393,0.0136204185,2.805796,,Category_7,,-0.48808143,7.0
5.422108,-1.8741293,0.7104353,-1.0547594,-1.2213991,-0.77726793,0.32269612,Category_8,,0.50173014,0.0
-2.9180336,-2.7339303,0.40632844,0.8183772,-0.65422994,,-2.200804,Category_10,Category_11,0.93593717,1.0
3.8772445,0.18437316,3.1491604,1.7149651,1.898709,-2.4472415,1.0264761,Category_7,Category_8,0.44074622,6.0
-0.47762108,-0.010377306,-3.3427868,-1.1977476,0.27135018,-0.0602245,-1.0858122,Category_9,Category_10,-0.453703,3.0
-0.1674493,1.5978994,-2.5723243,1.052353,0.935673,1.0336953,-2.703632,Category_15,Category_11,-0.12397708,
0.95709956,1.7976657,-1.3570398,0.38165274,-0.752243,-1.5687246,-1.8496248,Category_8,Category_8,0.95995975,9.0
1.2931553,-1.0928856,-3.6167743,0.40335894,1.8774246,0.17859174,1.0802014,Category_12,Category_13,-0.89632714,9.0
1.1946836,3.0126612,-0.3909535,-1.3717172,-2.0313036,-0.94338197,-0.5651029,Category_13,Category_11,-0.50516254,7.0
0.16835071,3.662317,-1.99688,2.3936994,1.4434885,2.4994903,-1.0212814,Category_13,Category_10,1.5019399,9.0
-0.5754542,0.109215595,2.1650987,1.5031266,-1.03182,-2.622943,0.30147687,,Category_9,-0.24397084,
-3.8808067,-2.8692944,0.9126805,0.03250008,-0.32405517,1.012091,0.8618062,Category_8,Category_12,0.103317805,1.0
-3.29746,-1.7885816,0.57810444,1.1012017,-0.7562628,1.914721,-1.5070697,Category_9,Category_10,0.24162997,1.0
-3.2091413,0.03227863,0.4056573,,-0.7095416,0.5382435,0.06966668,Category_9,Category_11,-1.0629435,7.0
0.40491116,,0.7341337,1.3161749,-1.0854671,,0.10904474,Category_7,Category_5,-0.68504465,
0.98939854,-2.7701032,-1.4088951,0.062120344,-2.2495399,-0.28961545,-0.37060907,Category_13,Category_7,-1.2451986,3.0
1.9952724,-0.5990128,,-1.9669774,-4.04248,0.08396757,-0.37650734,Category_6,Category_11,1.000269,0.0
-0.9016019,3.3027847,-0.09430602,-1.2726288,-0.6887907,1.1655903,3.6885345,Category_13,Category_8,-1.4762386,7.0
0.9720355,-1.078779,-0.6352821,-3.3952935,-0.56527513,-1.6563389,-2.6788878,Category_11,Category_9,0.036170702,5.0
0.078431904,2.3039525,-0.15965788,1.8081185,0.635914,-0.47048837,,Category_9,Category_7,0.027215831,4.0
-0.2848674,0.4893504,2.0758395,1.8161476,-0.1971426,-0.48269865,0.00090577384,Category_7,Category_9,-0.11848118,6.0
0.13299558,1.628372,-1.3954217,,-3.3152342,-0.42921665,-1.322439,Category_14,Category_10,0.10506377,7.0
-2.8507495,-1.6203487,0.32115814,0.95472354,-0.73158145,1.8745223,-2.581163,Category_10,Category_10,0.65527564,
2.2041748,,3.208273,0.7101922,1.7895442,1.573986,-0.6401343,Category_11,Category_9,-1.6031578,2.0
-2.1300616,-0.11186445,0.88267505,0.15628713,-1.0731144,2.4798524,-0.6751468,Category_10,Category_6,-0.8005829,
-0.9496483,3.0652847,-2.4162083,,1.026891,0.2158783,2.4003487,Category_15,Category_9,1.0804522,7.0
2.2356973,-1.5598996,-0.63823384,-1.8558612,-0.9355004,-1.8545738,-2.0693085,Category_9,,-0.7707497,5.0
0.4647158,1.8450669,-2.3131342,0.46353644,-2.967564,-0.32505012,-0.17859216,Category_12,Category_9,,7.0
,0.39993456,0.56605023,0.021117752,-0.96732074,2.1894796,-0.22848713,Category_8,Category_5,-1.6402313,7.0
-1.6490815,,-0.15864445,0.8782799,0.31369781,0.70161045,-0.25445193,,Category_8,-0.8780858,4.0
-0.10531115,-2.48394,0.97355413,1.7620821,0.6384933,1.4995906,-1.50966,Category_10,Category_6,0.8253816,2.0
1.2936636,-0.8284969,0.359131,0.016399944,0.3234165,-1.4414994,-2.0791485,Category_6,Category_9,-0.36888227,6.0
-2.2993631,0.45237327,0.13240291,-1.08025,-0.52836776,2.3530078,,Category_8,Category_6,-1.4890611,
-3.3821084,-3.5557282,1.4177644,0.26349628,0.16593292,0.395341,1.1886015,Category_8,Category_13,0.109291464,1.0
-0.196184,1.6577033,3.7961752,-0.47870016,-0.31523746,0.3726137,-1.3388826,Category_7,Category_11,-1.7487406,9.0
2.4345922,-1.1700273,-0.02603671,1.0318571,1.2983766,-4.5874453,,Category_6,Category_10,-1.0802622,6.0
-0.2947479,-0.804266,1.2947322,-0.88884825,-1.8593482,-2.19696,-0.7907202,Category_13,Category_8,-0.25546739,5.0
2.6910477,0.23554939,0.10400596,3.3811445,0.8257314,0.19546635,1.6892796,Category_3,Category_8,-0.7709599,6.0
0.1146061,,2.5439494,0.7828962,,1.1798606,-2.198755,Category_8,Category_10,0.13814601,8.0
-3.3425996,-1.5877423,0.36115488,-0.40873885,-0.29362178,-1.7979004,2.7826211,Category_8,Category_9,1.6708351,1.0
2.0262122,0.05997802,-2.840274,2.1423268,-1.8827014,1.9736491,1.8361336,Category_8,Category_9,,0.0
2.4547489,-0.25021207,3.2723656,-4.2835665,2.9997025,,0.55906844,Category_8,Category_13,1.1525284,8.0
-2.6844914,-0.19966118,-1.6918573,0.65287715,-1.2335981,-1.7329081,-0.02282764,Category_9,Category_6,1.2542319,
-1.0904385,2.7415543,-2.4453015,1.2367467,1.2788337,0.08074733,-1.3952181,Category_13,Category_10,0.3344921,4.0
-0.05227546,0.11839912,0.30436024,3.3858228,1.9639479,-0.726352,1.9582374,Category_13,Category_8,0.76088184,2.0
0.11760882,-0.68538284,0.71816933,1.0767887,,-3.9468951,0.280034,Category_10,Category_8,-0.6849069,6.0
-0.7466011,-2.2366219,-2.8390577,1.3940965,-1.0938206,0.22050142,,Category_10,Category_11,-1.7655522,
-0.5493965,2.2668657,-2.1869183,0.6465929,-1.0605518,-0.0883394,-2.3490324,Category_12,Category_7,-0.2012183,4.0
-1.7735221,0.7314297,-2.5535622,0.26340485,0.6868105,-1.2495797,-1.0307018,Category_11,Category_12,0.34250325,4.0
-2.4067643,2.120648,-0.17748807,-1.5130731,-0.829764,2.003613,1.9935336,Category_10,Category_8,,7.0
1.5288204,-2.2673566,-2.9588485,2.1956534,-0.23564267,-0.07796786,3.1925154,Category_9,Category_10,-2.7930365,5.0
-0.279616,,-0.90795404,-1.0506873,-0.81482893,-2.217789,-0.60358,Category_16,Category_8,-1.2212955,3.0
-0.9379829,0.9415329,-3.4506278,0.16745307,2.210286,0.9090641,1.7500712,Category_9,Category_13,0.31167784,8.0
,,3.752097,,1.5251825,1.9179962,0.3853101,Category_8,Category_10,-0.7657356,8.0
-0.88472676,0.8425061,-3.6542838,0.6422818,-0.2822799,-1.3053426,-0.647134,Category_11,Category_10,0.6819226,
1.5427995,-1.0600153,-1.4452863,,-1.3552593,-0.830559,-0.4149897,Category_10,Category_5,0.54223025,5.0
1.1621969,0.69554025,-1.798966,1.4941663,-2.658582,1.5728238,1.6887772,Category_8,Category_10,0.85715,0.0
-0.54690665,1.183236,-0.8819507,-3.23454,-0.26293573,-1.3560914,0.039174855,Category_7,Category_7,0.72474736,5.0
-1.929137,0.1531319,-1.8034471,1.0154237,-1.0550238,,-0.33031,Category_10,Category_7,0.91334116,1.0
-2.5528347,-1.1394836,0.65161914,0.16564323,0.019915586,-2.2069213,0.538296,,Category_8,1.1388901,6.0
-0.66043645,1.1675442,0.37594253,3.3025734,1.6103466,-0.08133805,0.98903334,Category_13,Category_10,,2.0
-2.1880364,-0.9698536,1.2816759,1.1032755,-0.68341476,-2.216605,-0.2585716,Category_9,Category_8,1.2968004,6.0
-0.52539474,-0.054560084,-3.840703,0.70326287,-0.089114025,0.3217812,0.77010894,,Category_13,-1.054344,3.0
-2.1851656,-0.48398066,,1.1447008,-0.69445664,-1.053651,-0.86705947,Category_10,Category_10,1.1854094,3.0
-1.3472067,,-1.8279411,1.3692535,0.45045236,-1.0272392,-1.1386657,Category_11,Category_11,1.105676,4.0
-0.16086353,0.79232335,-1.4240087,0.65019727,1.6209903,1.9679762,-1.0244597,Category_5,Category_7,0.091644764,8.0
1.4546201,-1.2712561,-4.328791,1.7808113,-0.6360478,-0.54984856,0.88222605,Category_9,Category_9,,
-1.859045,-0.49085593,1.0135254,-1.8753546,0.7194475,-0.28216302,-0.41923508,Category_8,Category_9,0.5561112,8.0
2.0174162,2.2943296,-0.63903314,4.7726364,,-0.71902835,-0.023451025,Category_11,Category_10,-1.0040125,6.0
